tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
6.77803,9.785994,2.442592,7.795998,4.31032,-1.134946,-1.344914,-1.830459,0.606597,0.764701,0.747841,0.072973,0.02511595,unstable
8.136955,0.665661,3.057609,2.965396,4.03382,-1.676396,-0.724,-1.633425,0.411536,0.138491,0.219419,0.773304,-0.04006506,stable
4.329398,2.922381,4.889527,3.812439,2.976282,-0.580791,-0.724708,-1.670782,0.081347,0.931304,0.359207,0.416173,0.001674957,unstable
5.325419,5.033375,0.596212,1.314196,2.664902,-0.712387,-1.407702,-0.544814,0.805259,0.092464,0.606939,0.80878,-0.04852652,stable
7.031245,4.766471,9.514024,9.346586,4.706234,-1.31541,-1.681833,-1.70899,0.610102,0.511122,0.312266,0.22709,0.03028154,unstable
4.311677,8.438824,5.0425,9.774794,3.062101,-1.938131,-0.556155,-0.567816,0.097054,0.301472,0.621974,0.459785,0.01620117,unstable
3.97007,2.079257,5.683875,4.353709,2.904893,-1.272003,-0.782252,-0.850637,0.343793,0.624065,0.608931,0.740551,0.03822723,unstable
2.433713,4.529447,4.546218,3.084921,4.008049,-0.85129,-1.788732,-1.368026,0.239477,0.411616,0.247275,0.834442,-0.004862572,stable
4.958127,6.114422,9.92508,3.29542,3.862636,-1.399868,-0.656179,-1.80659,0.405625,0.648926,0.925778,0.181286,0.04649828,unstable
1.053312,1.469481,8.265164,2.88236,5.188787,-1.879129,-1.379576,-1.930083,0.37772,0.127259,0.692843,0.540549,-0.03620203,stable
1.420114,2.516743,8.74772,8.693267,4.868403,-1.823749,-1.655402,-1.389252,0.477066,0.845266,0.313531,0.588814,-0.01356615,stable
8.168468,3.889281,7.834776,5.222711,4.162095,-1.872686,-1.135398,-1.154011,0.354898,0.338637,0.410807,0.203142,0.003980595,unstable
6.022162,4.464686,8.618604,4.034841,3.882589,-1.043465,-1.026758,-1.812366,0.114663,0.906362,0.09331,0.085252,-0.01520299,stable
6.484775,5.985038,2.791224,8.942596,3.165025,-1.090064,-0.572612,-1.502349,0.918667,0.781824,0.246851,0.084563,0.04815535,unstable
7.043362,0.65084,3.679736,0.564266,3.914021,-0.820478,-1.78219,-1.311352,0.129684,0.679784,0.801283,0.734529,-0.04136939,stable
0.875216,9.860643,3.048192,6.336439,3.506551,-0.995975,-1.055238,-1.455338,0.707712,0.219733,0.132999,0.35211,-0.04534436,stable
0.584133,5.215793,8.600055,1.436586,4.481154,-1.78026,-1.945757,-0.755137,0.925545,0.65728,0.475975,0.986514,-0.06074358,stable
6.316333,8.643016,7.005339,7.06959,5.226593,-1.562825,-1.877434,-1.786334,0.264312,0.346731,0.505202,0.429109,0.03377738,unstable
4.30429,0.59309,9.787039,3.672981,4.574471,-1.798574,-1.699746,-1.076151,0.094541,0.774303,0.279338,0.085648,-0.04119859,stable
8.947947,1.524483,9.182157,8.647446,2.818545,-0.780488,-1.240105,-0.797952,0.311904,0.500875,0.247091,0.643168,0.009191234,unstable
8.830767,1.140709,2.108028,4.887655,3.739494,-0.918592,-1.492784,-1.328118,0.426333,0.665223,0.579613,0.447364,-0.02826759,stable
9.508243,7.939246,6.763483,1.259372,3.373083,-0.529712,-0.924693,-1.918678,0.220231,0.096059,0.421778,0.096927,-0.03149411,stable
4.710738,0.831523,6.728771,3.153453,4.130427,-1.372678,-1.900068,-0.857681,0.684466,0.403546,0.19277,0.969501,0.00731519,unstable
6.074557,0.839139,3.967404,4.499272,3.641994,-1.114993,-1.048359,-1.478643,0.670174,0.109237,0.254634,0.690922,0.01655487,unstable
8.167581,2.761311,3.801501,6.685007,3.770542,-0.896034,-1.864038,-1.010471,0.711556,0.792739,0.681087,0.219603,0.02897705,unstable
9.383529,9.46413,9.2078,8.230279,3.622555,-1.712192,-1.202098,-0.708265,0.939013,0.864717,0.406737,0.918163,0.09418386,unstable
4.698412,9.734072,8.467645,0.947625,3.684024,-0.871915,-1.341384,-1.470725,0.151584,0.82706,0.977938,0.335089,0.04443822,unstable
8.346129,5.700242,8.841459,6.861308,3.695937,-1.104412,-0.799129,-1.792396,0.91655,0.683454,0.447504,0.147231,0.06235613,unstable
7.937314,8.932155,5.097734,8.059241,3.263517,-0.516678,-1.119365,-1.627474,0.134864,0.701462,0.970047,0.125011,0.04246329,unstable
5.006984,8.692113,2.311957,8.716144,3.747736,-1.714241,-0.639169,-1.394325,0.997113,0.270084,0.552247,0.597882,0.03898402,unstable
7.242613,1.33822,2.097263,5.209694,4.267035,-1.193271,-1.341013,-1.73275,0.459694,0.738038,0.115182,0.075931,-0.04892471,stable
0.993258,3.985569,8.302607,7.007366,4.081059,-1.212386,-1.908572,-0.960101,0.08739,0.648294,0.42989,0.844857,0.03748659,unstable
3.467005,9.116684,3.041559,1.826685,2.955594,-0.790744,-1.639308,-0.525542,0.906189,0.503723,0.955961,0.681552,0.007882103,unstable
5.108967,2.531707,6.480404,4.990881,4.819896,-1.157752,-1.68574,-1.976405,0.90542,0.16399,0.659879,0.42368,0.05357482,unstable
9.002035,4.216359,9.920587,5.648177,3.029304,-0.987449,-1.523936,-0.517919,0.699736,0.70095,0.201291,0.784621,0.0546366,unstable
7.002998,9.897873,1.448336,5.653903,4.300941,-1.313669,-1.105853,-1.881419,0.884596,0.127347,0.680201,0.874159,0.03879889,unstable
2.632559,9.8948,8.256978,8.88237,3.938428,-1.204105,-0.758164,-1.976159,0.655233,0.642168,0.867106,0.414359,0.05287553,unstable
2.104835,4.053699,7.798865,1.608609,4.832723,-0.903113,-1.945448,-1.984162,0.656429,0.115669,0.25507,0.633807,-0.04394743,stable
2.471763,3.793084,8.70565,8.621186,2.989435,-0.581276,-1.762556,-0.645603,0.882616,0.630353,0.732847,0.836941,0.04870366,unstable
5.875479,0.636588,7.860522,7.862626,4.793991,-1.408946,-1.756484,-1.628561,0.489847,0.606268,0.666496,0.857227,0.0395683,unstable
3.098407,4.294078,9.34906,4.826383,4.507729,-1.473226,-1.955263,-1.079239,0.212286,0.073656,0.661833,0.788093,0.01655215,unstable
7.901158,5.326287,6.54435,5.565981,2.386974,-0.888416,-0.963593,-0.534964,0.549471,0.796204,0.478935,0.415476,0.06357973,unstable
5.591436,2.22857,9.077714,2.432085,4.820076,-1.798922,-1.327,-1.694155,0.194982,0.771197,0.23816,0.119791,-0.01588162,stable
2.857351,8.483666,0.834321,7.869197,4.25491,-1.066123,-1.657407,-1.531381,0.366418,0.652582,0.050377,0.108242,-0.01789325,stable
4.742416,3.710001,6.974275,0.722056,3.280322,-0.531451,-1.469805,-1.279065,0.505379,0.118883,0.98992,0.059455,0.02406323,unstable
1.568167,8.001853,0.923446,1.952352,2.744477,-0.775058,-0.887939,-1.08148,0.236835,0.123135,0.108624,0.297849,-0.04571485,stable
4.200223,1.984846,5.995511,2.05855,3.343359,-1.829639,-0.648939,-0.864782,0.503524,0.090538,0.40263,0.456215,-0.03401844,stable
8.367262,6.79598,2.357059,3.975007,3.92885,-1.802449,-1.518904,-0.607496,0.957662,0.903147,0.065199,0.432011,0.06152246,unstable
4.352223,4.959515,7.129657,3.80155,4.277313,-1.551419,-1.216905,-1.508989,0.799212,0.626341,0.760879,0.50488,0.07475357,unstable
5.411049,8.918033,6.363507,8.486112,3.566405,-1.519395,-1.465837,-0.581173,0.73192,0.718522,0.57728,0.633371,0.07782441,unstable
2.405994,4.308087,7.412377,6.940043,4.477224,-1.407326,-1.688884,-1.381013,0.372867,0.310774,0.687932,0.896544,0.05059238,unstable
3.6727,4.978351,7.169715,7.578475,4.762856,-1.446189,-1.873589,-1.443077,0.729,0.503704,0.974456,0.790901,0.08434281,unstable
1.319407,8.948499,9.982326,3.162541,3.274596,-1.113535,-1.621132,-0.53993,0.780866,0.468097,0.745071,0.417366,-0.000769065,stable
6.701433,4.514274,9.492715,9.817977,4.474489,-1.192194,-1.767416,-1.514879,0.697374,0.900231,0.215534,0.160918,0.03830646,unstable
7.165782,4.510328,3.055547,7.243376,4.221475,-1.535319,-1.53389,-1.152266,0.680987,0.301977,0.816551,0.227262,0.02610751,unstable
1.220072,8.804028,3.874283,8.433949,3.614027,-1.039236,-0.953566,-1.621224,0.908353,0.923594,0.238881,0.660156,0.02135928,unstable
9.869489,3.14772,0.78235,1.225871,3.932666,-1.357311,-1.394643,-1.180713,0.14453,0.904646,0.662857,0.449279,-0.05036966,stable
4.135336,5.590299,6.273994,6.482449,4.076858,-1.818174,-1.327535,-0.931149,0.567258,0.269018,0.973527,0.416014,0.06078251,unstable
9.132478,9.434667,9.194829,7.485031,2.954915,-0.96003,-1.425941,-0.568945,0.391376,0.827809,0.282745,0.802284,0.06958051,unstable
7.681513,4.575677,6.008975,0.63893,4.668953,-1.5602,-1.193385,-1.915368,0.766177,0.824517,0.688464,0.152691,0.05668058,unstable
2.605655,8.706644,9.043936,7.373896,3.796524,-1.242096,-0.750194,-1.804234,0.636916,0.288878,0.812172,0.127818,0.01907072,unstable
1.158421,1.107241,0.629646,3.594507,2.602585,-0.517251,-1.568973,-0.516361,0.858882,0.078809,0.310668,0.868059,-0.01523201,stable
7.523464,9.308135,7.882392,9.29992,4.013056,-1.76404,-0.760612,-1.488404,0.127329,0.928379,0.865032,0.730764,0.08137742,unstable
7.655191,9.918715,4.94229,3.334228,4.014551,-0.967389,-1.580019,-1.467142,0.821671,0.953297,0.786427,0.924545,0.0784467,unstable
9.707742,4.508422,1.375801,6.524947,3.74001,-1.720338,-1.488554,-0.531118,0.068001,0.279234,0.754984,0.66524,-0.028025,stable
3.887491,8.299373,4.703957,6.322213,2.736504,-0.639376,-1.067253,-1.029874,0.309509,0.284117,0.404045,0.738714,0.0289177,unstable
9.87484,8.59777,7.824473,4.988835,2.778217,-0.871559,-1.249814,-0.656844,0.902098,0.339836,0.755217,0.943671,0.08058496,unstable
6.818537,9.247272,6.467968,1.791262,2.38249,-0.800627,-0.869578,-0.712285,0.544314,0.727335,0.835718,0.846119,0.05059947,unstable
1.153741,8.598853,9.706633,9.361105,3.746211,-0.673216,-1.934146,-1.138849,0.977705,0.43743,0.240317,0.66477,-7.155097e-05,stable
5.275607,6.394967,8.552162,8.022074,3.602433,-0.775304,-1.228061,-1.599068,0.5783,0.542218,0.783377,0.969383,0.08709785,unstable
6.065797,4.564747,9.239672,2.841522,3.890566,-1.249725,-1.205805,-1.435037,0.318482,0.294787,0.72906,0.726553,0.01896392,unstable
6.008129,5.020654,1.571643,4.362055,3.796043,-1.19302,-1.302975,-1.300048,0.764625,0.814895,0.639914,0.856508,0.07404839,unstable
4.546939,7.435636,5.372937,0.786192,3.888449,-1.0981,-1.404731,-1.385618,0.759432,0.077736,0.515091,0.115727,-0.004145116,stable
3.427886,4.603009,5.526254,1.636852,3.579765,-0.950824,-1.064786,-1.564156,0.813206,0.453782,0.999171,0.815536,0.06446167,unstable
9.046325,8.48173,2.160361,4.008927,4.696149,-1.820289,-1.40321,-1.47265,0.532332,0.452776,0.880589,0.535285,0.01040264,unstable
0.669658,6.899916,0.751601,5.881844,3.625298,-1.248739,-0.534615,-1.841944,0.536735,0.906721,0.219817,0.598729,0.006108831,unstable
4.281189,1.358034,3.850759,4.746635,4.873033,-1.245368,-1.73765,-1.890014,0.858088,0.770906,0.525286,0.089524,0.008169186,unstable
1.130273,1.32101,4.201264,2.378913,2.872102,-0.736263,-1.272218,-0.863621,0.527161,0.869433,0.818513,0.377437,-0.01899492,stable
2.25963,7.191052,8.328444,4.641095,3.69841,-0.764198,-1.020108,-1.914104,0.221194,0.191996,0.326806,0.117904,-0.04165021,stable
2.375228,4.211439,2.92451,6.297472,2.747921,-1.376008,-0.757695,-0.614217,0.230267,0.093795,0.55069,0.479382,-0.03814056,stable
1.455405,1.498085,1.472773,1.48843,2.68958,-0.586308,-0.781497,-1.321774,0.194761,0.592347,0.587794,0.518655,-0.04659106,stable
7.161235,2.370543,3.543514,2.807869,3.739746,-1.122389,-1.797137,-0.82022,0.842673,0.599286,0.533273,0.44916,0.02240773,unstable
4.686823,2.308544,0.782001,1.76564,3.99792,-1.890413,-1.247763,-0.859745,0.941998,0.944924,0.688301,0.194774,-0.0004634397,stable
6.659929,7.35101,0.703373,4.434,3.395367,-1.480122,-0.609745,-1.3055,0.996253,0.482017,0.683964,0.408248,0.02800847,unstable
3.254295,6.096407,3.193024,8.709321,4.819293,-1.916347,-1.743885,-1.159061,0.458576,0.386907,0.068351,0.713219,0.01345066,unstable
2.645098,6.681789,4.6965,1.480967,3.185981,-1.762257,-0.570274,-0.85345,0.094012,0.847875,0.748104,0.173981,0.02553335,unstable
4.629745,8.353612,8.119304,8.600847,2.960941,-1.424327,-0.890685,-0.645929,0.383265,0.241701,0.609101,0.756135,0.05238228,unstable
4.461005,7.964142,2.802081,7.943049,4.837415,-1.347412,-1.91462,-1.575383,0.538626,0.747895,0.205059,0.2455,0.02478968,unstable
1.196437,9.597163,5.604309,6.692774,4.289984,-0.502763,-1.849618,-1.937602,0.280992,0.986881,0.347254,0.372063,0.03179126,unstable
8.694881,9.937482,8.650026,0.901117,4.794434,-1.862228,-1.3946,-1.537606,0.929419,0.752326,0.762005,0.838817,0.05148803,unstable
9.177537,9.835951,1.998599,9.938427,2.741224,-0.624935,-0.550905,-1.565384,0.220418,0.216758,0.466612,0.378881,-0.0137239,stable
1.980941,3.686754,9.523355,4.549527,2.88849,-0.681446,-1.300762,-0.906282,0.163457,0.535266,0.765336,0.935629,0.0320196,unstable
5.417197,7.011299,9.188767,6.511579,3.967211,-1.05633,-1.369822,-1.541059,0.123345,0.498621,0.81357,0.331047,0.04426616,unstable
8.189308,3.319756,8.203503,6.069809,4.101439,-1.686676,-1.241545,-1.173217,0.215841,0.269157,0.757533,0.743685,0.04648928,unstable
4.348282,3.93207,4.243334,7.213924,3.925026,-1.09675,-1.080586,-1.74769,0.124903,0.866464,0.135316,0.078401,-0.03752649,stable
4.000145,6.819217,3.977725,0.675786,4.544054,-1.990173,-1.223108,-1.330773,0.071245,0.085689,0.525168,0.405799,-0.04713119,stable
3.001908,5.131148,2.424958,3.422611,3.101685,-1.857722,-0.737222,-0.50674,0.759323,0.261568,0.743765,0.382901,0.01384472,unstable
7.77435,4.693392,1.557901,8.045577,4.718169,-1.757926,-1.863497,-1.096745,0.787801,0.733328,0.260649,0.634521,0.05287398,unstable
1.201957,1.119728,7.807903,7.695248,4.308948,-1.726104,-0.653226,-1.929618,0.448262,0.762486,0.496315,0.073616,-0.02548587,stable
2.194651,5.481588,8.550842,9.795618,4.296686,-1.136143,-1.172603,-1.98794,0.389627,0.487372,0.613149,0.202879,0.01178183,unstable
4.777294,5.715734,0.86141,5.119544,3.455401,-1.194824,-0.714945,-1.545631,0.310105,0.834578,0.698973,0.463874,0.01526288,unstable
2.517759,2.62648,1.550712,4.00984,4.143279,-0.663873,-1.678682,-1.800724,0.535613,0.12563,0.358888,0.060839,-0.03324685,stable
2.103806,0.678007,6.619317,7.834493,4.946095,-1.724641,-1.900864,-1.32059,0.723385,0.745005,0.339882,0.223536,-0.0427747,stable
2.095111,1.599824,4.152063,8.856038,4.083306,-1.239866,-0.913965,-1.929476,0.886785,0.066253,0.909934,0.647546,0.001413984,unstable
9.930026,8.229964,9.056052,6.684461,3.701572,-1.187228,-1.437111,-1.077233,0.608462,0.445202,0.621999,0.317135,0.05717407,unstable
6.064447,4.875042,1.872184,4.972553,3.249526,-0.999652,-1.670555,-0.57932,0.272262,0.339268,0.827259,0.941858,0.03280172,unstable
9.187005,6.127465,6.418291,4.622644,2.686458,-1.477672,-0.671124,-0.537663,0.205676,0.907829,0.227058,0.412594,0.03498839,unstable
4.255873,6.458822,2.423981,5.636656,3.425143,-1.204952,-1.333309,-0.886881,0.151894,0.515667,0.27742,0.427292,-0.006091618,stable
1.989333,3.279485,9.890815,3.264517,3.889448,-1.515661,-1.483366,-0.890421,0.973944,0.952701,0.388294,0.909046,0.02872686,unstable
1.648768,7.923383,8.187593,4.902049,3.350315,-1.630744,-1.195173,-0.524399,0.520862,0.959568,0.46178,0.683394,0.0492614,unstable
1.217719,2.411217,6.31016,2.692634,1.822755,-0.821468,-0.500072,-0.501215,0.061709,0.441726,0.877282,0.657563,0.005239963,unstable
4.960137,5.194127,5.830009,9.521613,4.338979,-1.896481,-1.27429,-1.168208,0.08792,0.169011,0.354281,0.090019,-0.05149402,stable
1.751667,4.104058,5.838194,5.026691,3.478398,-0.52858,-1.859119,-1.090698,0.336615,0.534434,0.44973,0.806743,0.03609463,unstable
6.043399,2.168028,8.176847,8.098517,4.279474,-1.967499,-0.542352,-1.769623,0.765283,0.918833,0.823285,0.218042,0.0455691,unstable
6.957782,8.505518,6.947768,1.728251,3.546453,-0.904645,-0.642133,-1.999675,0.685903,0.659396,0.292872,0.536579,0.03422261,unstable
3.114442,4.781072,2.427918,7.989509,2.673156,-0.918191,-0.652736,-1.102228,0.86795,0.888858,0.460587,0.965026,0.06464538,unstable
5.398864,9.337362,5.349843,8.110298,3.658294,-1.822358,-0.914059,-0.921877,0.694654,0.761857,0.196466,0.384357,0.05033722,unstable
2.210292,3.036077,9.032261,8.801886,3.800936,-0.672796,-1.446935,-1.681205,0.379101,0.221852,0.435875,0.383277,-0.01172827,stable
8.156326,1.314736,4.748022,7.169042,3.721697,-1.436535,-0.692975,-1.592186,0.730996,0.989289,0.977476,0.613631,0.04663716,unstable
7.736233,4.948641,7.6637,5.988998,3.137578,-0.519112,-1.891931,-0.726536,0.077761,0.358437,0.702472,0.307865,0.02114722,unstable
6.593092,7.786078,6.254762,3.202613,2.302905,-0.812028,-0.610432,-0.880444,0.115436,0.813396,0.470499,0.720395,0.04040267,unstable
4.652221,9.094452,1.801438,0.620875,4.622307,-1.90184,-1.069564,-1.650903,0.575046,0.112135,0.731635,0.261219,-0.02665783,stable
3.080404,7.955368,3.529294,5.206331,3.942862,-1.918735,-1.057956,-0.966171,0.088164,0.552309,0.327011,0.847767,0.02716464,unstable
6.87165,8.828911,0.813569,2.229666,3.83904,-1.796788,-0.808432,-1.233821,0.976099,0.548752,0.313013,0.102243,0.02327004,unstable
8.656346,4.271825,2.295603,6.661744,4.040566,-1.628861,-1.211997,-1.199707,0.963774,0.519279,0.221222,0.367838,0.03843365,unstable
4.012671,7.737207,6.105622,2.029291,5.253659,-1.775423,-1.947086,-1.53115,0.943382,0.344157,0.37702,0.825397,0.02712268,unstable
2.563092,4.343667,4.679044,8.445778,3.303476,-0.677215,-1.632894,-0.993366,0.594872,0.442879,0.989029,0.952584,0.06278905,unstable
7.02684,8.885511,9.407323,6.16501,4.644298,-1.581295,-1.228988,-1.834015,0.73638,0.769168,0.718258,0.224597,0.07337727,unstable
5.105717,7.457544,2.818006,2.185079,3.575752,-1.584827,-0.54599,-1.444935,0.839432,0.797139,0.684608,0.965324,0.05781115,unstable
6.922279,4.15801,3.039891,2.531872,2.968823,-1.608111,-0.644629,-0.716084,0.568044,0.381741,0.687086,0.269863,0.006067175,unstable
2.860755,4.896548,4.913351,7.222781,3.850786,-0.809763,-1.085581,-1.955442,0.306727,0.979621,0.378574,0.385001,0.04032844,unstable
8.38567,1.723017,4.965546,1.909376,4.997124,-1.451841,-1.951081,-1.594202,0.559602,0.090308,0.555161,0.156877,-0.01036678,stable
1.202668,1.075744,9.043145,0.987461,3.766611,-1.382192,-1.087366,-1.297053,0.946153,0.537492,0.835115,0.467033,-0.005807611,stable
8.677839,8.853042,8.70694,3.639322,3.158667,-0.539156,-0.835645,-1.783865,0.534977,0.695571,0.137156,0.910134,0.04385969,unstable
7.464121,3.558377,6.050081,2.622798,2.431547,-0.79361,-0.73889,-0.899047,0.713983,0.398578,0.248255,0.978785,0.0235895,unstable
7.27587,5.995141,5.708667,3.816285,4.357652,-1.734257,-1.542014,-1.081381,0.390519,0.183899,0.864745,0.823587,0.05536726,unstable
6.16362,8.83354,4.115141,8.999548,3.353234,-0.680781,-1.154865,-1.517588,0.312386,0.969209,0.982879,0.85948,0.08071554,unstable
8.772053,1.800987,4.975621,3.122264,2.728233,-0.566894,-0.658223,-1.503116,0.739652,0.220128,0.995129,0.660422,0.04100819,unstable
2.778844,3.943096,6.744547,8.487608,3.329445,-1.104211,-1.166683,-1.058551,0.84958,0.298312,0.706147,0.924782,0.05442372,unstable
0.90607,6.428575,2.338316,0.501571,3.200282,-0.684401,-1.535467,-0.980414,0.655891,0.061148,0.304413,0.828829,-0.02812299,stable
8.341447,5.989962,5.517202,9.779173,3.86533,-1.662991,-1.525294,-0.677045,0.219149,0.725223,0.341592,0.776618,0.05176254,unstable
9.643133,7.565389,4.227521,8.190296,3.212253,-1.265534,-1.109552,-0.837168,0.557628,0.513929,0.986704,0.526858,0.06299112,unstable
7.617133,9.187013,3.131607,3.277059,5.512238,-1.895377,-1.898997,-1.717864,0.291949,0.923087,0.183579,0.403435,0.02474335,unstable
0.802791,2.196256,9.606511,1.072476,3.41644,-1.590336,-0.64221,-1.183894,0.631025,0.426666,0.877876,0.957497,-0.0340847,stable
3.742743,6.151277,8.438852,4.298258,4.032787,-1.729395,-0.607817,-1.695575,0.946967,0.214514,0.410227,0.915468,0.05254084,unstable
1.871734,2.311164,9.807636,3.770424,3.071078,-0.515295,-0.906745,-1.649037,0.06033,0.193575,0.331141,0.963331,-0.03738616,stable
3.727689,8.316323,2.591924,7.660232,2.501851,-0.68306,-1.296847,-0.521944,0.14892,0.993058,0.749689,0.937089,0.06114165,unstable
2.513694,6.186505,9.249787,7.613816,3.333783,-0.940247,-0.984866,-1.40867,0.169567,0.827701,0.619905,0.312022,0.0425278,unstable
4.857644,8.413617,7.302083,8.038766,2.421528,-0.7129,-0.860023,-0.848605,0.710439,0.270285,0.059923,0.911177,0.04678219,unstable
7.395148,9.829992,8.571921,7.565436,4.293615,-1.946562,-1.267482,-1.079572,0.201516,0.809433,0.858954,0.292294,0.06444733,unstable
4.029636,4.54449,9.284011,4.999507,4.488575,-1.494704,-1.858032,-1.135839,0.83117,0.828013,0.389766,0.668646,0.06774298,unstable
2.914063,5.330161,9.01055,8.863057,2.513841,-0.768259,-0.785185,-0.960397,0.82059,0.873103,0.615735,0.731612,0.0639429,unstable
7.996418,2.190702,0.530837,8.40367,3.941825,-1.466792,-0.530839,-1.944195,0.926087,0.914982,0.980002,0.296413,-0.009603812,stable
9.776117,3.708648,1.395684,1.809994,3.805966,-1.305668,-1.970735,-0.529563,0.259583,0.062862,0.922443,0.983315,-0.04424783,stable
4.730362,9.175953,6.243235,4.33227,3.698763,-0.835206,-1.530289,-1.333269,0.713008,0.801591,0.676157,0.542691,0.07079037,unstable
9.429831,7.422382,4.714399,7.97486,2.567905,-0.731619,-1.098675,-0.73761,0.969133,0.965145,0.079875,0.626091,0.08011065,unstable
9.105782,8.120468,4.452452,2.2038,3.307272,-1.234548,-1.045869,-1.026855,0.867621,0.993371,0.614209,0.063207,0.06659433,unstable
7.372716,5.477286,2.276467,1.610746,3.091416,-0.693651,-1.770044,-0.62772,0.19398,0.936028,0.99719,0.170708,0.01375092,unstable
3.634745,3.968372,1.805221,3.206776,4.859096,-1.939816,-1.966347,-0.952932,0.827793,0.855089,0.247622,0.640638,0.05862619,unstable
1.972328,8.478685,0.700198,9.021254,4.865922,-1.048738,-1.970585,-1.8466,0.47972,0.894305,0.905539,0.97073,0.01798574,unstable
1.996587,2.495955,1.23494,5.515026,3.783306,-1.042081,-0.965572,-1.775653,0.316325,0.369283,0.18757,0.470751,-0.04492221,stable
7.484173,5.751086,9.349856,4.410732,3.747911,-1.74252,-1.332563,-0.672827,0.351781,0.337814,0.491424,0.911352,0.0427725,unstable
5.759188,3.401802,3.33126,8.286994,4.152305,-1.557036,-0.717748,-1.877521,0.216678,0.958106,0.769059,0.109572,0.01657602,unstable
8.567038,3.086377,8.061714,4.00109,3.000847,-0.632146,-1.509952,-0.858749,0.303659,0.447663,0.278117,0.097737,-0.02789478,stable
9.407726,7.703499,2.348898,5.711473,3.261034,-0.765929,-0.788769,-1.706336,0.316493,0.515916,0.118294,0.483033,0.01561237,unstable
7.004111,3.062923,5.17917,2.341325,4.930559,-1.156885,-1.778293,-1.995381,0.864941,0.44387,0.506087,0.181158,0.03022517,unstable
6.663159,2.786205,1.758357,5.392839,4.477062,-1.622631,-1.718047,-1.136384,0.17358,0.326232,0.627759,0.672864,-0.01878838,stable
6.388456,1.174344,1.892982,1.139985,4.596899,-1.30135,-1.857423,-1.438126,0.912586,0.487745,0.392104,0.956207,-0.04899453,stable
3.505716,7.495285,1.727641,8.306476,3.168686,-0.958739,-0.856386,-1.353562,0.528878,0.403449,0.360982,0.156046,-0.03009858,stable
8.197261,8.222058,6.218469,7.640019,3.31565,-0.644657,-0.807264,-1.863729,0.130433,0.942956,0.959476,0.635686,0.08317749,unstable
9.063248,5.668452,3.618041,2.230058,4.579283,-1.967641,-1.443595,-1.168047,0.53183,0.543284,0.081412,0.219309,-0.003036738,stable
7.941605,9.30614,7.098263,1.428043,4.231047,-1.076849,-1.356226,-1.797972,0.593984,0.645643,0.138939,0.118874,0.02595471,unstable
7.448665,3.090512,7.181316,8.854621,3.223926,-1.63556,-1.081928,-0.506437,0.472741,0.531332,0.484437,0.277159,0.02464784,unstable
8.301462,2.400645,0.679324,4.246845,3.442013,-1.383079,-0.70603,-1.352904,0.686077,0.447425,0.431114,0.163831,-0.03199938,stable
1.34219,2.748396,8.306262,7.824294,5.137573,-1.637735,-1.72431,-1.775529,0.486272,0.196051,0.790664,0.705017,0.02532546,unstable
6.979335,2.954397,5.389512,8.094823,3.85936,-1.498824,-0.934736,-1.425799,0.200347,0.065228,0.455194,0.388618,-0.008041231,stable
7.521051,9.801742,0.778324,5.376753,5.079559,-1.700422,-1.735536,-1.6436,0.503311,0.147401,0.800375,0.719239,-0.0127705,stable
2.478883,1.603755,7.566658,6.396237,4.129343,-0.88612,-1.596336,-1.646886,0.279001,0.261908,0.508496,0.832247,0.01891889,unstable
9.907225,9.902309,0.615993,1.026941,3.599866,-0.906006,-1.668308,-1.025552,0.459979,0.673278,0.08079,0.440052,0.001284729,unstable
4.076751,8.707464,5.626887,7.836843,4.085785,-1.552061,-1.133881,-1.399843,0.132699,0.597499,0.346744,0.395305,0.02436272,unstable
6.259357,7.059389,0.552297,5.602576,2.679,-1.097858,-0.696376,-0.884766,0.350186,0.102762,0.055558,0.080008,-0.04669989,stable
5.431413,7.132318,3.244979,9.197791,3.535651,-1.141194,-0.576927,-1.817529,0.382137,0.373259,0.646594,0.491825,0.02298289,unstable
1.8796,5.262846,7.466353,2.770753,3.217175,-0.540674,-1.904941,-0.771559,0.105563,0.69381,0.077341,0.212635,-0.045474,stable
1.817542,3.015215,9.873022,4.879146,3.844683,-1.646863,-0.845028,-1.352792,0.480733,0.860827,0.855141,0.318768,-0.001418487,stable
4.98952,0.950979,4.041406,7.005489,4.099208,-0.960397,-1.954972,-1.183839,0.487291,0.952516,0.518445,0.519124,-0.00387685,stable
8.463848,6.548295,2.683658,8.201303,4.101415,-1.292146,-1.170321,-1.638949,0.934717,0.133768,0.41137,0.989133,0.06213724,unstable
7.41495,1.830625,4.642554,1.773872,4.460867,-1.569268,-1.635533,-1.256066,0.463984,0.596747,0.460146,0.945368,-0.02719253,stable
8.19918,9.191504,8.004597,5.175025,3.940034,-1.326696,-1.784542,-0.828796,0.895271,0.459029,0.55324,0.459004,0.06904123,unstable
7.339584,3.306721,8.571087,1.408469,4.252641,-0.821071,-1.943626,-1.487944,0.742929,0.905559,0.436067,0.203536,0.02781872,unstable
4.1827,4.426429,8.901075,7.486857,3.711369,-1.37822,-1.764848,-0.568301,0.500002,0.740045,0.225786,0.265009,0.01667034,unstable
8.131118,7.416566,9.352312,3.494366,3.790938,-0.778407,-1.718487,-1.294043,0.457085,0.407499,0.62238,0.342897,0.03895747,unstable
